ticket_id,customer_id,assigned_employee_id,category,channel,priority,status,opened_at,closed_at,subject,csat_score
TCK0006535,CUS0004016,EMP00076,Card lost/stolen,Branch,Low,In Progress,2024-07-12T01:17:00,,[Branch service complaint] รังแกโตยชาวแก้แรก ,
TCK0006536,CUS0006604,EMP00175,Card lost/stolen,Call Center,Critical,In Progress,2024-01-10T10:48:00,,[Fee inquiry] ก้างสดดังนี้ตอใดต้นแพ้ธาตุกิน ,
TCK0006537,CUS0009878,EMP00154,Statement request,Mobile App,Low,In Progress,2025-07-14T20:57:00,,[PromptPay issue] ขี่แจ่มใสฉีด ,
TCK0006538,CUS0002077,EMP00279,Fraud report,LINE OA,Medium,In Progress,2025-12-18T11:54:00,,[Card lost/stolen] ทดลองกลางคืนดอกไม้ผู้ร้ายกะละมังเฉยธาตุ ,
TCK0006539,CUS0004881,EMP00399,Fraud report,Mobile App,High,Resolved,2025-02-07T03:25:00,2025-02-07T11:25:00,[Statement request] อายุสดชื่นเบียร์ความซ่อนแข้งเนื่องจาก ,5.0
TCK0006540,CUS0006859,EMP00207,Loan inquiry,Email,Critical,Resolved,2025-08-03T10:06:00,2025-08-09T16:06:00,[Loan inquiry] คู่อินสตาแกรมดีแถบชาวนาอัศจรรย์ดาวเทียม ,3.0
TCK0006541,CUS0000661,EMP00340,Account closure,Mobile App,High,Resolved,2025-08-12T10:03:00,2025-08-17T00:03:00,[Mobile banking issue] ระยำหน้ากากต้น ,
TCK0006542,CUS0002356,EMP00464,Loan inquiry,Call Center,High,In Progress,2026-03-22T16:02:00,,[Account closure] รสชาติอุปโภคหมดพนมมือไชโยร่มรื่น ,
TCK0006543,CUS0006706,EMP00312,Loan inquiry,Branch,Critical,Resolved,2025-07-22T17:42:00,2025-07-28T03:42:00,[Loan inquiry] พับหม้อลืมคาวหลังคา ,4.0
TCK0006544,CUS0000933,EMP00106,ATM dispute,Email,Low,In Progress,2024-06-02T10:06:00,,[Loan inquiry] หลบเมาะเศษอาหารตัวเมีย ,
TCK0006545,CUS0001697,EMP00470,Branch service complaint,Email,High,Closed,2025-04-01T02:26:00,2025-04-02T08:26:00,[ATM dispute] ศาสตร์เผื่อคะแนนปี ,
TCK0006546,CUS0007634,EMP00173,Branch service complaint,Email,High,Open,2025-10-29T10:29:00,,[Mobile banking issue] สนองคนตายเห็นจัด ,
TCK0006547,CUS0004447,EMP00285,ATM dispute,Branch,Low,Resolved,2024-12-09T05:05:00,2024-12-14T14:05:00,[Loan inquiry] ยูทูบแม้กีฬาตู้ ,3.0
TCK0006548,CUS0002451,EMP00388,Loan inquiry,Email,Critical,Closed,2024-03-14T20:22:00,2024-03-19T06:22:00,[ATM dispute] พิการรถถังเยอะเสรีภาพเสรีภาพ ,5.0
TCK0006549,CUS0003516,EMP00481,Branch service complaint,Branch,High,Open,2024-02-17T20:33:00,,[Branch service complaint] แต่วิกิพีเดียกูระเบียงเขยิบ ,
TCK0006550,CUS0006115,EMP00432,Statement request,Call Center,Low,Resolved,2024-01-23T16:49:00,2024-01-27T10:49:00,[Account closure] ล่อยันมลายูแก่ผลิต ,3.0
TCK0006551,CUS0000403,EMP00146,Mobile banking issue,Call Center,Low,Resolved,2024-07-29T17:52:00,2024-08-02T08:52:00,[Mobile banking issue] แถบสีแดงกะละมังตลอดแก้ปี ,2.0
TCK0006552,CUS0005643,EMP00048,Mobile banking issue,Branch,High,Closed,2025-12-22T00:49:00,2025-12-24T15:49:00,[Mobile banking issue] น้ำเย็นชุดนอนตลอดแมคเช้า ,1.0
TCK0006553,CUS0007947,EMP00336,Fraud report,LINE OA,High,Resolved,2026-01-18T18:32:00,2026-01-23T21:32:00,[Loan inquiry] เลือกบูดชิงเห็นดังนี้งมหอย ,4.0
TCK0006554,CUS0007763,EMP00301,Mobile banking issue,Mobile App,Medium,Closed,2025-08-01T07:19:00,2025-08-07T21:19:00,[ATM dispute] ดองกูสำหรับโควิดอ่อนหวานทุ่มหมีฉีด ,
TCK0006555,CUS0005943,EMP00368,ATM dispute,Mobile App,Low,Closed,2025-09-20T20:13:00,2025-09-28T09:13:00,[PromptPay issue] ผิดเชื่อพิการกะละมังปิ่นโตไค้หัน ,5.0
TCK0006556,CUS0003383,EMP00140,Card lost/stolen,LINE OA,Medium,Resolved,2024-09-14T07:12:00,2024-09-17T15:12:00,[Card lost/stolen] ยีราฟถีบประพฤติหาม้ายเดี่ยวหึงสา ,2.0
TCK0006557,CUS0003522,EMP00390,Loan inquiry,Email,Low,Closed,2024-08-19T11:01:00,2024-08-22T04:01:00,[Loan inquiry] แก้วอิสลามเฟซบุ๊ก ,1.0
TCK0006558,CUS0000121,EMP00049,Fraud report,LINE OA,High,Closed,2025-01-26T08:58:00,2025-02-04T21:58:00,[Card lost/stolen] วินโดวส์กะละมังพิการลูกชิ้นโง่วัฒนธรรม ,
TCK0006559,CUS0002530,EMP00275,Statement request,Call Center,Medium,Resolved,2024-01-23T16:04:00,2024-01-30T13:04:00,[Fraud report] เครื่องบินกระถางย่อตกลง ,4.0
TCK0006560,CUS0008190,EMP00402,ATM dispute,Branch,Low,Resolved,2024-02-10T08:09:00,2024-02-19T13:09:00,[Branch service complaint] หมัดสหกรณ์คอมมิวนิสต์วัง ,5.0
TCK0006561,CUS0004992,EMP00431,Mobile banking issue,Mobile App,Critical,In Progress,2025-07-26T07:10:00,,[Mobile banking issue] หนูแถบทดลองต่อ ,
TCK0006562,CUS0000776,EMP00369,Fraud report,Branch,Low,In Progress,2024-01-04T05:16:00,,[Card lost/stolen] โก๋แก่ขัดด้ายกะละมังเอิด ,
TCK0006563,CUS0002005,EMP00125,Mobile banking issue,LINE OA,High,Resolved,2024-05-22T09:54:00,2024-05-29T07:54:00,[Statement request] เป็นบริโภคกรดไหลย้อน ,2.0
TCK0006564,CUS0005836,EMP00229,PromptPay issue,Branch,Medium,Closed,2025-07-27T23:05:00,2025-07-29T14:05:00,[Card lost/stolen] ไหนฟากขาดเคิ่ง ,2.0
TCK0006565,CUS0008357,EMP00378,Card lost/stolen,Email,High,Resolved,2025-07-12T00:05:00,2025-07-21T15:05:00,[Loan inquiry] รัฐประหารสมองแก่วิกิพีเดียประพฤติ ,5.0
TCK0006566,CUS0006799,EMP00154,Loan inquiry,Mobile App,Medium,In Progress,2025-09-01T16:32:00,,[Loan inquiry] เห็นย้ำคาวขัดเป็น ,
TCK0006567,CUS0009416,EMP00242,Account closure,Email,Low,Resolved,2026-03-12T19:18:00,2026-03-17T19:18:00,[Fraud report] ลูกชิ้นผ่อที่ดินโดย ,5.0
TCK0006568,CUS0004035,EMP00059,Mobile banking issue,Branch,High,Resolved,2025-07-25T04:19:00,2025-08-03T00:19:00,[Statement request] ขัดกรดไหลย้อนเศษอาหารหมอก ,1.0
TCK0006569,CUS0002068,EMP00276,Branch service complaint,Branch,Medium,Closed,2025-12-09T16:11:00,2025-12-15T04:11:00,[Account closure] สีด้ายทรัพย์สินฤดูมอบขนมที่แก้ ,2.0
TCK0006570,CUS0008525,EMP00078,Fraud report,Email,Low,Escalated,2025-12-27T08:19:00,,[Loan inquiry] เพียงวิ่งทดลองตอกชุดนอนเรียง ,
TCK0006571,CUS0008166,EMP00494,Loan inquiry,LINE OA,Low,Closed,2026-01-26T00:47:00,2026-02-04T00:47:00,[Statement request] เชื่อชุดนอนความชุดนอนรัฐประหารเคเอฟซีปู ,1.0
TCK0006572,CUS0009753,EMP00052,PromptPay issue,LINE OA,High,Resolved,2024-04-14T16:54:00,2024-04-23T00:54:00,[Branch service complaint] อาสาตลอดชิงกล่องควรจากผู้ร้ายสม่ำเสมอ ,1.0
TCK0006573,CUS0000719,EMP00101,Account closure,Mobile App,Critical,Resolved,2024-08-08T19:21:00,2024-08-13T23:21:00,[Statement request] เฉยบูดสหภาพดอกไม้พิการ ,5.0
TCK0006574,CUS0004170,EMP00191,Card lost/stolen,Call Center,High,Resolved,2025-06-11T01:50:00,2025-06-12T17:50:00,[Fee inquiry] ไต้รากข้าว ,
TCK0006575,CUS0009603,EMP00299,Fee inquiry,LINE OA,Low,Resolved,2025-03-27T02:22:00,2025-04-04T09:22:00,[PromptPay issue] เพราะพับมลายูเมาะได้แก่ ,4.0
TCK0006576,CUS0005152,EMP00473,Loan inquiry,Email,High,Resolved,2024-04-13T10:52:00,2024-04-15T16:52:00,[Statement request] กบคำถามท้องฟ้าหน้าต่าง ,4.0
TCK0006577,CUS0005245,EMP00328,Fee inquiry,Mobile App,Medium,Closed,2024-04-22T04:26:00,2024-04-25T15:26:00,[Statement request] ห่วงใยเฟซบุ๊กแอนดรอยด์อธิษฐานกตัญญูกลความ ,
TCK0006578,CUS0003925,EMP00130,PromptPay issue,Email,Low,Closed,2024-11-27T15:47:00,2024-12-06T20:47:00,[PromptPay issue] ไหนแม่มดแจ่มใสยูทูบห่วงใยที่ดินสบาย ,2.0
TCK0006579,CUS0001785,EMP00209,Branch service complaint,Branch,Critical,Resolved,2024-10-15T12:30:00,2024-10-16T03:30:00,[Card lost/stolen] สมาคมตื่นบอกทอดมันดูแสง ,
TCK0006580,CUS0005479,EMP00061,Account closure,LINE OA,High,Resolved,2025-04-17T21:34:00,2025-04-21T04:34:00,[Card lost/stolen] ยูทูบไข่ไค้หันบันไดสำนักงาน ,5.0
TCK0006581,CUS0009073,EMP00284,Account closure,Call Center,Medium,Open,2024-08-24T15:38:00,,[Fraud report] ลูกเอิดแถบ ,
TCK0006582,CUS0007351,EMP00307,Account closure,Mobile App,Medium,Resolved,2025-05-29T19:25:00,2025-06-08T16:25:00,[Branch service complaint] เศษกามผลิตง่วงแรก ,5.0
TCK0006583,CUS0005942,EMP00142,Account closure,Branch,Critical,Closed,2026-03-07T18:59:00,2026-03-09T08:59:00,[Loan inquiry] ถางเพราะกับกำไรสาธารณรัฐแก้คบ ,5.0
TCK0006584,CUS0008030,EMP00393,Fraud report,Mobile App,Medium,Closed,2024-10-16T20:01:00,2024-10-25T11:01:00,[Fraud report] ยีราฟกรรมการทุกข์ ,2.0
TCK0006585,CUS0008035,EMP00443,Mobile banking issue,Mobile App,Low,Resolved,2025-10-20T13:06:00,2025-10-28T11:06:00,[Mobile banking issue] ต้นผิดเริ่มเรื่อยตีนบริโภคหลง ,
TCK0006586,CUS0000429,EMP00240,Branch service complaint,Call Center,Low,Resolved,2024-09-14T16:17:00,2024-09-23T11:17:00,[Statement request] หมุนแพ้พิพักพิพ่วนถีบเริ่มเกาหลี ,4.0
TCK0006587,CUS0001146,EMP00490,Card lost/stolen,Branch,Medium,Resolved,2025-08-24T05:01:00,2025-08-24T14:01:00,[Account closure] เลือกรังแกย่อเชื่อ ,2.0
TCK0006588,CUS0000446,EMP00016,Statement request,Email,High,In Progress,2024-02-25T07:36:00,,[Account closure] ติดเอสซีบีควรพักผ่อนเสรีภาพ ,
TCK0006589,CUS0007293,EMP00101,Mobile banking issue,LINE OA,High,Resolved,2026-02-07T07:25:00,2026-02-10T04:25:00,[Loan inquiry] บันไดหอยไหนน้ำเย็นตะปูคาวรถทัวร์ ,3.0
TCK0006590,CUS0009359,EMP00099,Branch service complaint,Email,Medium,In Progress,2024-08-11T08:53:00,,[Card lost/stolen] ประสบการณ์เฟซบุ๊กข้าวหมูแดงไชโยเศษอาหารห่อข้าว ,
TCK0006591,CUS0001925,EMP00392,Loan inquiry,Mobile App,Low,Closed,2024-05-30T23:29:00,2024-06-04T13:29:00,[Mobile banking issue] วัฒนธรรมหลังคามลายูผสมตกลง ,4.0
TCK0006592,CUS0000743,EMP00048,Fee inquiry,Call Center,Medium,In Progress,2025-06-07T20:43:00,,[Mobile banking issue] แสงถางขี้ดินเรื่อยตกลงคู่คนไข้ชู ,
TCK0006593,CUS0001985,EMP00246,Fraud report,Call Center,Low,Resolved,2024-08-12T06:06:00,2024-08-13T22:06:00,[ATM dispute] เช้าของหวานขนม ,3.0
TCK0006594,CUS0003298,EMP00080,Mobile banking issue,LINE OA,Medium,Resolved,2024-01-30T10:11:00,2024-02-03T18:11:00,[ATM dispute] ดาวเทียมหม้อเศรษฐกิจหนุนดังนี้บาด ,
TCK0006595,CUS0002782,EMP00034,Fee inquiry,Mobile App,Medium,Escalated,2024-04-07T14:43:00,,[Fee inquiry] บอกใบ้กะละมังผสม ,
TCK0006596,CUS0005591,EMP00253,Loan inquiry,Call Center,High,Open,2025-01-08T18:05:00,,[Fee inquiry] งมแถบท้องฟ้าเยอะข้างแข่งขันดอกไม้ ,
TCK0006597,CUS0009156,EMP00080,Card lost/stolen,LINE OA,Low,Closed,2025-03-19T16:04:00,2025-03-27T17:04:00,[Loan inquiry] คำถามตีนทหารวิชาชีพกินแม่มด ,4.0
TCK0006598,CUS0009903,EMP00433,Fraud report,LINE OA,Medium,Closed,2024-10-07T01:38:00,2024-10-16T07:38:00,[Loan inquiry] ใหม่ที่ประชาธิปไตยแถบผ่อ ,4.0
TCK0006599,CUS0005836,EMP00176,Branch service complaint,Email,Critical,Resolved,2025-03-07T18:57:00,2025-03-12T13:57:00,[Card lost/stolen] เป้าทดเดี่ยวในเศรษฐกิจไอโอเอสการ ,
TCK0006600,CUS0007324,EMP00354,Branch service complaint,Mobile App,Critical,Open,2025-09-13T10:45:00,,[ATM dispute] ลูกชิ้นคอมมิวนิสต์ข้าวหมูแดงผสมสีความผัก ,
TCK0006601,CUS0001283,EMP00168,Fee inquiry,Email,Critical,Resolved,2026-01-20T13:56:00,2026-01-23T21:56:00,[ATM dispute] สถานีเมตตาบาดยึดจัดเศษกิ่งไม้ ,
TCK0006602,CUS0003374,EMP00309,Mobile banking issue,Mobile App,Medium,Resolved,2025-01-24T14:12:00,2025-01-27T14:12:00,[Loan inquiry] กับหนุนท้องฟ้าตอใดกลางหยัก ,5.0
TCK0006603,CUS0007111,EMP00068,Branch service complaint,Call Center,Critical,Open,2024-12-25T22:10:00,,[Account closure] ปกครองหมีเชื่อตั้งแต่ ,
TCK0006604,CUS0000052,EMP00369,PromptPay issue,Email,Critical,Open,2026-03-28T12:52:00,,[Fraud report] ย่อเพราะที่วิกิพีเดียหาม้ายปี่ผสม ,
TCK0006605,CUS0005234,EMP00286,PromptPay issue,Mobile App,Medium,Closed,2024-02-03T23:25:00,2024-02-05T19:25:00,[Mobile banking issue] ตรวจซ่อนหายคำถามทดเดี่ยว ,3.0
TCK0006606,CUS0007608,EMP00160,Statement request,Email,Medium,Closed,2026-04-04T14:18:00,2026-04-09T20:18:00,[Branch service complaint] หน้าต่างทดลองกิโลเมตรเกม ,4.0
TCK0006607,CUS0007751,EMP00262,Card lost/stolen,LINE OA,Low,Resolved,2024-04-05T04:54:00,2024-04-15T01:54:00,[Card lost/stolen] แข้งแจ่มใสต่อควรวิชาชีพ ,
TCK0006608,CUS0000997,EMP00134,Fee inquiry,LINE OA,Low,Open,2024-03-16T14:44:00,,[Account closure] ตู่วัฒนธรรมศิษย์ลูกตากรรมการร่มรื่น ,
TCK0006609,CUS0006545,EMP00288,Fee inquiry,Call Center,Low,In Progress,2026-01-20T07:17:00,,[ATM dispute] หลงสัญญากระถางรถทัวร์ ,
TCK0006610,CUS0004732,EMP00176,Fraud report,Mobile App,Medium,In Progress,2024-11-18T18:41:00,,[Mobile banking issue] ศิษย์กำไรคู่ซ่อนทวิตเตอร์ขันน้ำ ,
TCK0006611,CUS0008574,EMP00279,Account closure,Call Center,High,Resolved,2024-06-04T10:51:00,2024-06-12T01:51:00,[Account closure] น้ำหวานทรัพย์สินถกเถียงหมัดแข้งดอง ,1.0
TCK0006612,CUS0007212,EMP00444,PromptPay issue,Call Center,Low,Closed,2025-07-26T10:31:00,2025-08-02T02:31:00,[PromptPay issue] รสชาติประสบการณ์สัญญาธาตุครอง ,3.0
TCK0006613,CUS0007070,EMP00218,Card lost/stolen,LINE OA,Medium,Resolved,2026-03-07T21:54:00,2026-03-13T11:54:00,[PromptPay issue] รังแกรากออนซอนเด๊หลบสาธารณรัฐอิสลามหยอก ,2.0
TCK0006614,CUS0002714,EMP00156,Mobile banking issue,Mobile App,Critical,Closed,2024-09-19T21:24:00,2024-09-26T14:24:00,[Card lost/stolen] ซ่อนเฟซบุ๊กมัสยิดรัฐประหารฤดูขี่ปี่แข็ง ,2.0
TCK0006615,CUS0006244,EMP00282,PromptPay issue,Email,Medium,Closed,2025-07-09T07:56:00,2025-07-12T01:56:00,[Branch service complaint] เป็นแก่แก้วอายุ ,
TCK0006616,CUS0000339,EMP00387,Fraud report,Email,Critical,Closed,2025-07-20T00:38:00,2025-07-23T06:38:00,[Branch service complaint] โดยเนื้ออาสาผิด ,
TCK0006617,CUS0002068,EMP00082,Statement request,Branch,Critical,Resolved,2024-04-04T07:37:00,2024-04-12T21:37:00,[Branch service complaint] เขยื้อนสีเทาแก้แซงค่อย ,3.0
TCK0006618,CUS0009351,EMP00460,Statement request,Email,Medium,Closed,2024-10-07T10:59:00,2024-10-11T07:59:00,[PromptPay issue] เสรีภาพพนมมือผิดกล้า ,2.0
TCK0006619,CUS0007546,EMP00057,Statement request,Branch,Critical,Closed,2025-05-26T03:34:00,2025-06-04T14:34:00,[ATM dispute] ทวดกรรมการหลงข้าวหมูแดงกล่าวเกม ,1.0
TCK0006620,CUS0003006,EMP00373,Fee inquiry,LINE OA,Low,Closed,2024-11-19T05:30:00,2024-11-22T15:30:00,[Fee inquiry] ย้ำแต่ข้างชนิดชนิดสดชื่นข้าวหมูแดง ,2.0
TCK0006621,CUS0007906,EMP00012,Mobile banking issue,Mobile App,High,Closed,2024-05-28T09:21:00,2024-06-05T23:21:00,[PromptPay issue] ย่อห้องเรียนปีบูชาบัดนี้หยอกคาว ,4.0
TCK0006622,CUS0007116,EMP00093,Card lost/stolen,Branch,Low,Resolved,2025-10-15T21:27:00,2025-10-19T10:27:00,[Fee inquiry] แพ้ก้างชูเข้ารหัสร่มรื่นแท็กซี่ ,
TCK0006623,CUS0006100,EMP00033,Card lost/stolen,Mobile App,Medium,Closed,2025-11-30T15:34:00,2025-11-30T19:34:00,[Statement request] ไข่คำถามตะปูหรือแถบ ,4.0
TCK0006624,CUS0003995,EMP00347,ATM dispute,Mobile App,Low,Closed,2024-09-08T05:19:00,2024-09-13T08:19:00,[Fraud report] ไต้หวันหมัดลงมือจ๋าสีน้องเอสซีบี ,
TCK0006625,CUS0006096,EMP00358,ATM dispute,Call Center,High,Resolved,2024-05-25T03:43:00,2024-06-03T06:43:00,[Mobile banking issue] เย็นสีคำสั่งคาวขันน้ำ ,1.0
TCK0006626,CUS0005784,EMP00242,Branch service complaint,LINE OA,Low,Resolved,2025-01-16T01:59:00,2025-01-23T19:59:00,[PromptPay issue] บูดหายนักเรียนสำนักงาน ,5.0
TCK0006627,CUS0006279,EMP00398,Branch service complaint,Mobile App,High,Closed,2026-02-13T05:09:00,2026-02-22T12:09:00,[Account closure] ด้วยปูเอิดหุ้มกินหมอกหุ้ม ,1.0
TCK0006628,CUS0008756,EMP00385,Loan inquiry,Email,High,In Progress,2024-08-15T19:50:00,,[Mobile banking issue] คนไข้ธาตุผิดถกเถียงฟากเงาสมาคม ,
TCK0006629,CUS0003127,EMP00156,Fee inquiry,Email,Critical,Resolved,2025-03-07T00:24:00,2025-03-12T02:24:00,[Loan inquiry] คอกเป็นนิ่มหลงเชื่อเล่ม ,4.0
TCK0006630,CUS0004313,EMP00218,Fraud report,Email,Medium,Resolved,2025-12-07T11:34:00,2025-12-13T15:34:00,[Fraud report] ขันน้ำคอมมิวนิสต์ก้างร่างเชื่อม ,2.0
TCK0006631,CUS0005525,EMP00079,Loan inquiry,Email,Low,Resolved,2024-11-23T16:43:00,2024-12-02T19:43:00,[Card lost/stolen] ทดลองการแรกหอย ,5.0
TCK0006632,CUS0004480,EMP00430,Account closure,Call Center,Low,Closed,2026-04-05T13:13:00,2026-04-13T10:13:00,[Card lost/stolen] น้องกิโลเมตรแม้หนุนโง่และ ,5.0
TCK0006633,CUS0008372,EMP00218,ATM dispute,Call Center,Medium,Resolved,2025-01-22T11:45:00,2025-01-31T06:45:00,[Fraud report] ปากร่างกายคนไข้ทุ่มแท็กซี่ไต้กามอิฐ ,1.0
TCK0006634,CUS0008264,EMP00485,PromptPay issue,Mobile App,High,Escalated,2024-12-24T09:08:00,,[Loan inquiry] กล่องระเบียงสลับคนไข้ผสมยึดถีบหมุน ,
TCK0006635,CUS0008537,EMP00333,ATM dispute,LINE OA,Critical,Escalated,2024-11-08T06:08:00,,[ATM dispute] ตู่ดึกเพราะคลาน ,
TCK0006636,CUS0009029,EMP00413,Card lost/stolen,Branch,Critical,In Progress,2025-08-29T21:39:00,,[Fraud report] ยีราฟในเย็บนักเรียนประชาธิปไตย ,
TCK0006637,CUS0007057,EMP00177,ATM dispute,LINE OA,Low,Closed,2025-02-27T08:05:00,2025-03-06T14:05:00,[ATM dispute] พิพักพิพ่วนหลังคาเบียร์บริโภคปีพยาธิตับ ,3.0
TCK0006638,CUS0004399,EMP00248,Loan inquiry,Mobile App,Critical,Closed,2024-04-02T14:19:00,2024-04-06T10:19:00,[ATM dispute] ค่อยอาหารกล่องร้อนเชื่อมประสบการณ์ ,5.0
TCK0006639,CUS0005068,EMP00025,Mobile banking issue,Email,Low,Closed,2024-05-02T17:24:00,2024-05-12T07:24:00,[Statement request] หรือดีเริ่มโกงความตีน ,3.0
TCK0006640,CUS0002803,EMP00475,Fee inquiry,Branch,Medium,Resolved,2024-06-16T23:32:00,2024-06-23T11:32:00,[Branch service complaint] ขนมชั้นเริ่มเครื่องบินแม่กว้าง ,3.0
TCK0006641,CUS0001646,EMP00365,Branch service complaint,Mobile App,Low,In Progress,2025-07-15T19:30:00,,[Loan inquiry] สลับตะปูบูชาเสรีนิยมเขยิบเทเลแกรมกูโน่น ,
TCK0006642,CUS0008247,EMP00098,Account closure,Mobile App,High,In Progress,2026-01-17T02:52:00,,[Card lost/stolen] ตรวจพิการกล่าวแรกแต่ง ,
TCK0006643,CUS0007641,EMP00381,PromptPay issue,Call Center,Critical,Resolved,2024-02-29T21:59:00,2024-03-09T01:59:00,[Card lost/stolen] คลานเปลืองอธิษฐานฟาก ,2.0
TCK0006644,CUS0000032,EMP00418,Branch service complaint,LINE OA,Low,In Progress,2026-02-18T04:26:00,,[Loan inquiry] แข้งหยอกดอกไม้ฝากริมโผล่ ,
TCK0006645,CUS0001971,EMP00019,Mobile banking issue,Email,Medium,Closed,2024-02-07T16:56:00,2024-02-08T13:56:00,[Fee inquiry] กรรมการชาวมอบ ,1.0
TCK0006646,CUS0001315,EMP00059,Account closure,Mobile App,Low,Closed,2024-03-08T18:55:00,2024-03-15T05:55:00,[Card lost/stolen] ใบไม้หมีสหกรณ์เผื่อหยักบอกใบ้กระถาง ,1.0
TCK0006647,CUS0003216,EMP00267,Account closure,Branch,Medium,In Progress,2026-03-02T19:01:00,,[ATM dispute] ต่อผู้ร้ายผลิตที่ริมวิ่ง ,
TCK0006648,CUS0003839,EMP00084,Statement request,Call Center,Critical,Escalated,2024-07-27T15:01:00,,[Mobile banking issue] ถึงบาดน้องแตะอธิษฐานคอก ,
TCK0006649,CUS0004991,EMP00138,Account closure,Branch,Low,Resolved,2024-11-20T07:44:00,2024-11-21T06:44:00,[ATM dispute] โรงสีน้ำเย็นแถบเช้าพยาธิข้างฉีด ,1.0
TCK0006650,CUS0001305,EMP00359,ATM dispute,Branch,High,Closed,2025-08-30T05:17:00,2025-09-06T05:17:00,[Account closure] อนุบาลเผื่อหนุน ,4.0
TCK0006651,CUS0001192,EMP00084,Card lost/stolen,Call Center,Low,In Progress,2024-01-25T12:27:00,,[ATM dispute] อัศจรรย์น้องซ่อมเบิ่งห้องเรียนทดลอง ,
TCK0006652,CUS0004518,EMP00441,Card lost/stolen,Email,High,In Progress,2026-02-24T14:38:00,,[Mobile banking issue] สุขภาพผสมเขยื้อนบัดนี้หน้าต่างตีน ,
TCK0006653,CUS0009140,EMP00480,ATM dispute,Call Center,Low,Resolved,2024-08-03T04:12:00,2024-08-03T10:12:00,[Card lost/stolen] เพราะประพฤติวินโดวส์รู้จักวิชาชีพรถโดยสาร ,
TCK0006654,CUS0002257,EMP00121,Branch service complaint,Call Center,Low,In Progress,2024-03-15T08:15:00,,[Mobile banking issue] ยูทูบถีบทดลองบาดหอยเศษอาหารยัน ,
TCK0006655,CUS0000691,EMP00422,Fee inquiry,Mobile App,High,Closed,2025-06-28T22:39:00,2025-07-04T01:39:00,[Fraud report] ชาวขนมกรรมการถกเถียงตะปูต่อศาลากลางเขยื้อน ,
TCK0006656,CUS0009255,EMP00085,Fraud report,Branch,Low,In Progress,2024-07-22T21:12:00,,[Mobile banking issue] ทอดมันโง่สบายรัฐบาลบอกใบ้กะละมัง ,
TCK0006657,CUS0008613,EMP00415,Card lost/stolen,Mobile App,Critical,In Progress,2024-06-04T00:53:00,,[Fee inquiry] ทหารเคเอฟซีโดยซอย ,
TCK0006658,CUS0006983,EMP00481,Statement request,Branch,High,Closed,2025-04-07T05:15:00,2025-04-14T13:15:00,[PromptPay issue] ร่างเยาวชนกูเกิลกามควร ,5.0
TCK0006659,CUS0001451,EMP00390,Fraud report,Branch,High,Closed,2024-11-13T05:46:00,2024-11-21T11:46:00,[Account closure] ผักเลี้ยวผลิตหาย ,2.0
TCK0006660,CUS0005043,EMP00058,Statement request,LINE OA,Critical,In Progress,2024-01-25T04:29:00,,[Fee inquiry] อัศจรรย์หายหมัดเฉย ,
TCK0006661,CUS0001636,EMP00166,Account closure,LINE OA,Medium,Resolved,2024-03-05T16:16:00,2024-03-09T05:16:00,[Account closure] คนไข้เสรีนิยมปีอิฐถกเถียงเป็นและ ,2.0
TCK0006662,CUS0007341,EMP00394,Fraud report,Mobile App,Medium,Closed,2025-12-01T21:32:00,2025-12-04T23:32:00,[Statement request] ห่วงใยอินเทอร์เน็ตคอกผสมเขยิบหนู ,1.0
TCK0006663,CUS0000856,EMP00112,Statement request,Mobile App,Low,Escalated,2025-09-24T15:46:00,,[Fee inquiry] นุ่นไข่สัญญาบริโภคมัสยิดร่างกาย ,
TCK0006664,CUS0004628,EMP00242,Loan inquiry,Email,High,Resolved,2026-01-14T12:53:00,2026-01-23T01:53:00,[Fee inquiry] ลูกสีแดงเผื่อ ,1.0
TCK0006665,CUS0007750,EMP00068,Statement request,Call Center,Critical,Escalated,2025-07-30T11:17:00,,[PromptPay issue] แพ้แซงนั่งวิกิพีเดียกิโลเมตรเคยอาสา ,
TCK0006666,CUS0007237,EMP00185,Branch service complaint,LINE OA,Low,Closed,2024-09-17T12:52:00,2024-09-24T22:52:00,[Card lost/stolen] เพียงหุ้มติดเพลงคมนาคมห่วงใย ,
TCK0006667,CUS0005360,EMP00387,Loan inquiry,Call Center,Low,Resolved,2024-09-20T11:14:00,2024-09-23T07:14:00,[Branch service complaint] ไค้หันโผล่หึงสาเอิดอ่อนหวานรัฐบาล ,2.0
TCK0006668,CUS0008731,EMP00235,Fee inquiry,Branch,High,In Progress,2024-01-25T06:22:00,,[Loan inquiry] รัฐบาลวินโดวส์เบียร์เลือกฉีดแข็งแอนดรอยด์ไข่ ,
TCK0006669,CUS0007498,EMP00355,ATM dispute,LINE OA,Low,Open,2026-03-27T10:26:00,,[Mobile banking issue] ตำลึงเดี่ยวของหวานคู่ติดหลังคา ,
TCK0006670,CUS0002168,EMP00366,PromptPay issue,LINE OA,High,Closed,2024-06-30T21:11:00,2024-07-06T03:11:00,[Loan inquiry] หน้ากากเจ็บไข้เปลืองแมลงน้า ,3.0
TCK0006671,CUS0001104,EMP00125,Mobile banking issue,Mobile App,Critical,Open,2024-04-12T21:37:00,,[Fraud report] รถโดยสารอินสตาแกรมสุขภาพแม่ครูไอศกรีม ,
