fd_id,customer_id,product_id,branch_id,principal_thb,interest_rate_pct,term_months,start_date,maturity_date,auto_rollover,status
FD0002214,CUS0000962,PRD-FD01,BR0044,3815151.41,2.93,6,2024-06-11,2024-12-08,False,Active
FD0002215,CUS0001850,PRD-FD01,BR0035,3021517.78,1.96,6,2025-01-04,2025-07-03,True,Active
FD0002216,CUS0006328,PRD-FD01,BR0043,2586036.24,2.82,6,2025-12-30,2026-06-28,True,Matured
FD0002217,CUS0002086,PRD-FD01,BR0039,258286.08,1.51,6,2025-05-10,2025-11-06,True,Active
FD0002218,CUS0007399,PRD-FD03,BR0033,3482345.31,2.71,24,2025-05-17,2027-05-07,False,Active
FD0002219,CUS0003984,PRD-FD01,BR0016,2932704.88,3.29,6,2024-09-19,2025-03-18,False,Active
FD0002220,CUS0007229,PRD-FD02,BR0006,4773676.17,1.57,12,2022-09-24,2023-09-19,False,Matured
FD0002221,CUS0004059,PRD-FD02,BR0049,606094.41,2.21,12,2022-05-16,2023-05-11,True,Matured
FD0002222,CUS0004662,PRD-FD01,BR0038,4393325.78,3.43,6,2022-01-23,2022-07-22,True,Matured
FD0002223,CUS0007458,PRD-FD02,BR0034,2834934.3,3.47,12,2022-03-26,2023-03-21,True,Matured
FD0002224,CUS0005564,PRD-FD01,BR0040,3452004.85,2.44,6,2024-04-06,2024-10-03,False,Matured
FD0002225,CUS0006565,PRD-FD03,BR0030,3481664.7,2.35,24,2023-05-24,2025-05-13,True,Active
FD0002226,CUS0000192,PRD-FD01,BR0042,861754.85,1.72,6,2022-01-23,2022-07-22,False,Active
FD0002227,CUS0008460,PRD-FD02,BR0015,4552894.73,1.78,12,2025-06-28,2026-06-23,True,Active
FD0002228,CUS0001919,PRD-FD01,BR0040,2638418.06,2.44,6,2023-07-07,2024-01-03,False,Active
FD0002229,CUS0007241,PRD-FD01,BR0035,3685987.11,2.36,6,2025-10-20,2026-04-18,False,Active
FD0002230,CUS0001534,PRD-FD02,BR0028,3219531.24,2.35,12,2023-04-25,2024-04-19,False,Active
FD0002231,CUS0008781,PRD-FD01,BR0013,2294131.09,1.21,6,2025-04-15,2025-10-12,True,Matured
FD0002232,CUS0005371,PRD-FD02,BR0017,529819.04,2.06,12,2022-07-17,2023-07-12,False,Matured
FD0002233,CUS0005085,PRD-FD03,BR0011,2041067.07,1.58,24,2024-12-08,2026-11-28,True,Matured
FD0002234,CUS0001111,PRD-FD01,BR0024,2388304.28,1.65,6,2025-02-07,2025-08-06,True,Matured
FD0002235,CUS0001993,PRD-FD03,BR0008,4199542.59,1.54,24,2022-01-13,2024-01-03,True,Active
FD0002236,CUS0002121,PRD-FD03,BR0041,2501733.52,3.02,24,2025-09-09,2027-08-30,False,Matured
FD0002237,CUS0001640,PRD-FD03,BR0013,4491075.35,3.42,24,2025-09-14,2027-09-04,False,Matured
FD0002238,CUS0008006,PRD-FD03,BR0042,3907314.6,1.96,24,2024-11-05,2026-10-26,True,Active
FD0002239,CUS0000397,PRD-FD01,BR0004,4229763.54,2.07,6,2025-08-25,2026-02-21,False,Active
FD0002240,CUS0003467,PRD-FD01,BR0028,2080502.82,2.49,6,2025-09-26,2026-03-25,True,Matured
FD0002241,CUS0008654,PRD-FD03,BR0038,2391490.43,1.45,24,2025-03-29,2027-03-19,True,Active
FD0002242,CUS0006130,PRD-FD02,BR0019,204945.58,1.87,12,2024-01-13,2025-01-07,True,Active
FD0002243,CUS0009290,PRD-FD02,BR0028,3621287.23,2.04,12,2023-06-24,2024-06-18,False,Active
FD0002244,CUS0000740,PRD-FD03,BR0028,1452563.67,2.77,24,2025-07-09,2027-06-29,False,Active
FD0002245,CUS0000561,PRD-FD01,BR0018,3585147.16,3.43,6,2025-01-29,2025-07-28,True,Matured
FD0002246,CUS0006903,PRD-FD01,BR0033,1875105.02,2.98,6,2023-11-25,2024-05-23,True,Matured
FD0002247,CUS0007170,PRD-FD03,BR0008,3005167.88,2.5,24,2022-05-26,2024-05-15,False,Active
FD0002248,CUS0009703,PRD-FD03,BR0006,1909188.37,1.56,24,2023-09-29,2025-09-18,False,Active
FD0002249,CUS0002141,PRD-FD03,BR0004,546101.95,1.29,24,2024-10-23,2026-10-13,False,Active
FD0002250,CUS0005017,PRD-FD03,BR0018,2734362.75,2.07,24,2022-02-12,2024-02-02,False,Matured
FD0002251,CUS0006573,PRD-FD01,BR0046,2679683.8,2.62,6,2023-07-15,2024-01-11,True,Matured
FD0002252,CUS0005769,PRD-FD02,BR0042,1121434.13,1.69,12,2022-04-02,2023-03-28,True,Matured
FD0002253,CUS0001991,PRD-FD02,BR0050,3513498.25,1.9,12,2023-05-01,2024-04-25,False,Active
FD0002254,CUS0006344,PRD-FD01,BR0013,798236.66,1.29,6,2025-09-08,2026-03-07,True,Active
FD0002255,CUS0003039,PRD-FD03,BR0034,200977.45,1.51,24,2024-07-22,2026-07-12,False,Active
FD0002256,CUS0004345,PRD-FD03,BR0024,4814480.11,3.17,24,2025-12-02,2027-11-22,True,Active
FD0002257,CUS0006420,PRD-FD02,BR0024,556754.97,3.1,12,2024-09-15,2025-09-10,False,Active
FD0002258,CUS0005761,PRD-FD03,BR0046,3630920.73,3.41,24,2026-03-30,2028-03-19,True,Active
FD0002259,CUS0006152,PRD-FD01,BR0008,333828.81,2.67,6,2022-05-04,2022-10-31,False,Matured
FD0002260,CUS0009410,PRD-FD02,BR0015,2401340.62,3.23,12,2025-01-20,2026-01-15,True,Active
FD0002261,CUS0003185,PRD-FD02,BR0007,952709.73,1.44,12,2023-04-04,2024-03-29,True,Matured
FD0002262,CUS0002530,PRD-FD02,BR0041,3281833.0,3.4,12,2024-07-22,2025-07-17,False,Active
FD0002263,CUS0006573,PRD-FD02,BR0037,2276209.07,2.84,12,2023-04-21,2024-04-15,True,Active
FD0002264,CUS0005924,PRD-FD02,BR0013,2744788.68,1.64,12,2022-03-06,2023-03-01,False,Active
FD0002265,CUS0002554,PRD-FD03,BR0012,2534421.5,2.02,24,2025-09-30,2027-09-20,True,Matured
FD0002266,CUS0007716,PRD-FD02,BR0048,3311162.01,1.8,12,2025-07-04,2026-06-29,False,Matured
FD0002267,CUS0005948,PRD-FD02,BR0020,3497821.97,3.29,12,2025-02-19,2026-02-14,False,Active
FD0002268,CUS0005236,PRD-FD01,BR0049,1658705.68,2.83,6,2022-07-31,2023-01-27,False,Matured
FD0002269,CUS0001204,PRD-FD02,BR0019,2907513.85,2.13,12,2025-09-15,2026-09-10,True,Active
FD0002270,CUS0000964,PRD-FD03,BR0039,2646136.75,2.44,24,2022-11-27,2024-11-16,False,Matured
FD0002271,CUS0005250,PRD-FD01,BR0013,614454.7,2.48,6,2024-06-15,2024-12-12,True,Matured
FD0002272,CUS0000421,PRD-FD01,BR0019,3840450.81,2.38,6,2024-01-15,2024-07-13,False,Active
FD0002273,CUS0002422,PRD-FD03,BR0031,4643303.69,3.07,24,2023-02-16,2025-02-05,True,Active
FD0002274,CUS0009032,PRD-FD02,BR0043,2203425.68,1.62,12,2025-11-23,2026-11-18,False,Matured
FD0002275,CUS0008897,PRD-FD03,BR0020,2711550.18,1.32,24,2026-02-26,2028-02-16,False,Active
FD0002276,CUS0009089,PRD-FD01,BR0019,2463030.39,2.23,6,2024-12-24,2025-06-22,True,Active
FD0002277,CUS0003479,PRD-FD02,BR0046,2351307.21,3.5,12,2023-07-15,2024-07-09,True,Active
FD0002278,CUS0006911,PRD-FD02,BR0048,3172997.87,1.75,12,2023-09-30,2024-09-24,True,Active
FD0002279,CUS0002297,PRD-FD01,BR0039,976060.28,1.25,6,2025-10-22,2026-04-20,True,Active
FD0002280,CUS0001715,PRD-FD02,BR0024,2387819.28,1.86,12,2025-04-13,2026-04-08,True,Active
FD0002281,CUS0005194,PRD-FD03,BR0042,2688525.06,3.03,24,2022-06-28,2024-06-17,True,Active
FD0002282,CUS0005382,PRD-FD02,BR0003,4628851.74,2.6,12,2024-08-03,2025-07-29,False,Active
FD0002283,CUS0001333,PRD-FD03,BR0011,2042163.86,1.96,24,2023-01-29,2025-01-18,True,Matured
FD0002284,CUS0009016,PRD-FD02,BR0048,892098.04,2.48,12,2025-07-22,2026-07-17,False,Matured
FD0002285,CUS0005516,PRD-FD01,BR0041,2286625.89,2.15,6,2024-07-07,2025-01-03,True,Matured
FD0002286,CUS0005167,PRD-FD01,BR0015,2860569.54,2.58,6,2025-06-24,2025-12-21,True,Active
FD0002287,CUS0008559,PRD-FD02,BR0002,264358.79,3.28,12,2026-01-19,2027-01-14,False,Active
FD0002288,CUS0006313,PRD-FD03,BR0014,2689088.66,2.21,24,2026-01-29,2028-01-19,False,Active
FD0002289,CUS0009736,PRD-FD02,BR0002,1820075.24,1.91,12,2023-09-05,2024-08-30,True,Active
FD0002290,CUS0008930,PRD-FD03,BR0004,3108697.56,1.28,24,2024-11-07,2026-10-28,True,Active
FD0002291,CUS0009254,PRD-FD01,BR0018,4410666.65,3.01,6,2026-04-08,2026-10-05,True,Active
FD0002292,CUS0002627,PRD-FD03,BR0009,1694343.65,2.63,24,2024-06-08,2026-05-29,True,Active
FD0002293,CUS0009884,PRD-FD03,BR0027,3858821.51,2.21,24,2026-04-12,2028-04-01,True,Active
FD0002294,CUS0004552,PRD-FD03,BR0039,2520358.94,3.06,24,2024-09-10,2026-08-31,True,Active
FD0002295,CUS0001345,PRD-FD02,BR0010,1324971.81,1.44,12,2023-03-25,2024-03-19,True,Matured
FD0002296,CUS0004780,PRD-FD03,BR0029,2864026.07,3.07,24,2025-08-20,2027-08-10,True,Matured
FD0002297,CUS0006958,PRD-FD02,BR0020,1180895.67,1.94,12,2024-09-26,2025-09-21,False,Matured
FD0002298,CUS0003060,PRD-FD01,BR0016,242961.81,2.32,6,2024-02-06,2024-08-04,True,Matured
FD0002299,CUS0006399,PRD-FD02,BR0016,1835810.62,1.22,12,2024-05-24,2025-05-19,False,Active
FD0002300,CUS0001382,PRD-FD03,BR0009,794358.81,1.64,24,2022-07-03,2024-06-22,True,Active
FD0002301,CUS0005134,PRD-FD02,BR0024,2048587.88,2.84,12,2026-02-24,2027-02-19,False,Matured
FD0002302,CUS0003892,PRD-FD01,BR0014,1534966.94,2.42,6,2024-01-19,2024-07-17,False,Active
FD0002303,CUS0002223,PRD-FD01,BR0023,2094394.45,1.93,6,2022-09-13,2023-03-12,False,Matured
FD0002304,CUS0004609,PRD-FD02,BR0018,2522739.91,2.25,12,2025-08-01,2026-07-27,False,Active
FD0002305,CUS0009562,PRD-FD02,BR0006,3617029.4,2.96,12,2023-10-25,2024-10-19,False,Matured
FD0002306,CUS0000499,PRD-FD03,BR0033,1397984.29,2.47,24,2022-11-14,2024-11-03,True,Active
FD0002307,CUS0005990,PRD-FD01,BR0010,3718348.51,1.56,6,2022-10-05,2023-04-03,False,Matured
FD0002308,CUS0003031,PRD-FD03,BR0008,2749275.06,2.18,24,2023-12-13,2025-12-02,False,Active
FD0002309,CUS0007067,PRD-FD02,BR0019,1556750.21,1.94,12,2023-11-11,2024-11-05,True,Active
FD0002310,CUS0007043,PRD-FD02,BR0020,2331884.54,3.31,12,2024-02-15,2025-02-09,False,Active
FD0002311,CUS0005154,PRD-FD03,BR0008,4881521.76,2.37,24,2025-04-23,2027-04-13,True,Matured
FD0002312,CUS0008916,PRD-FD02,BR0036,4330548.03,3.34,12,2025-11-07,2026-11-02,True,Active
FD0002313,CUS0006456,PRD-FD01,BR0042,4263754.88,3.32,6,2026-03-22,2026-09-18,True,Active
FD0002314,CUS0009026,PRD-FD02,BR0016,3491555.02,3.04,12,2023-06-10,2024-06-04,True,Active
FD0002315,CUS0005114,PRD-FD01,BR0049,2578547.27,2.45,6,2024-08-12,2025-02-08,True,Matured
FD0002316,CUS0008367,PRD-FD01,BR0012,1577117.05,2.23,6,2025-05-29,2025-11-25,True,Matured
FD0002317,CUS0005720,PRD-FD02,BR0041,4370202.66,3.3,12,2023-02-18,2024-02-13,True,Matured
FD0002318,CUS0007780,PRD-FD02,BR0045,1427137.65,3.19,12,2024-10-28,2025-10-23,False,Active
FD0002319,CUS0003347,PRD-FD02,BR0007,1344242.19,2.45,12,2022-06-17,2023-06-12,True,Matured
FD0002320,CUS0004317,PRD-FD02,BR0005,4532006.33,1.98,12,2023-10-29,2024-10-23,True,Active
FD0002321,CUS0009040,PRD-FD01,BR0031,3300436.45,1.96,6,2024-08-16,2025-02-12,True,Matured
FD0002322,CUS0003068,PRD-FD03,BR0004,3422184.0,3.32,24,2026-02-14,2028-02-04,True,Active
FD0002323,CUS0002011,PRD-FD03,BR0038,1962734.91,1.41,24,2024-10-29,2026-10-19,True,Active
FD0002324,CUS0004383,PRD-FD03,BR0034,4694385.02,3.27,24,2024-04-20,2026-04-10,True,Active
FD0002325,CUS0000738,PRD-FD01,BR0036,2334853.63,2.97,6,2025-05-10,2025-11-06,False,Matured
FD0002326,CUS0005046,PRD-FD01,BR0005,4294696.91,1.44,6,2025-10-22,2026-04-20,True,Active
FD0002327,CUS0009637,PRD-FD01,BR0024,2952293.14,1.79,6,2023-10-14,2024-04-11,True,Active
FD0002328,CUS0009686,PRD-FD03,BR0049,2550007.17,1.66,24,2026-04-21,2028-04-10,False,Matured
FD0002329,CUS0000517,PRD-FD01,BR0024,2273706.36,2.53,6,2023-11-01,2024-04-29,False,Active
FD0002330,CUS0004992,PRD-FD02,BR0041,4779564.28,3.18,12,2022-10-05,2023-09-30,False,Matured
FD0002331,CUS0001638,PRD-FD03,BR0046,1440745.0,2.57,24,2025-01-27,2027-01-17,False,Matured
FD0002332,CUS0005333,PRD-FD02,BR0044,2041648.64,2.06,12,2023-03-09,2024-03-03,False,Active
FD0002333,CUS0004949,PRD-FD03,BR0017,3007518.53,1.83,24,2022-09-02,2024-08-22,False,Active
FD0002334,CUS0009912,PRD-FD01,BR0019,470909.66,2.02,6,2022-09-05,2023-03-04,False,Matured
FD0002335,CUS0008676,PRD-FD03,BR0013,3463720.24,1.38,24,2025-12-01,2027-11-21,True,Active
FD0002336,CUS0004269,PRD-FD01,BR0037,4621952.5,2.98,6,2025-12-28,2026-06-26,True,Matured
FD0002337,CUS0003062,PRD-FD02,BR0050,4385192.09,2.3,12,2025-04-18,2026-04-13,True,Active
FD0002338,CUS0002625,PRD-FD03,BR0031,4591650.08,2.68,24,2024-12-12,2026-12-02,False,Matured
FD0002339,CUS0000499,PRD-FD03,BR0018,3708397.51,1.66,24,2026-02-04,2028-01-25,True,Matured
FD0002340,CUS0005878,PRD-FD01,BR0013,4614049.94,1.46,6,2025-01-11,2025-07-10,False,Active
FD0002341,CUS0004279,PRD-FD03,BR0004,528874.34,1.53,24,2023-04-04,2025-03-24,True,Active
FD0002342,CUS0002214,PRD-FD03,BR0008,1503485.78,3.28,24,2024-09-23,2026-09-13,True,Active
FD0002343,CUS0004581,PRD-FD01,BR0020,2530277.72,2.2,6,2025-10-21,2026-04-19,False,Active
FD0002344,CUS0004617,PRD-FD01,BR0049,2326077.64,2.93,6,2022-07-04,2022-12-31,True,Active
FD0002345,CUS0000585,PRD-FD01,BR0034,2913202.16,2.11,6,2025-11-26,2026-05-25,False,Active
FD0002346,CUS0007547,PRD-FD03,BR0023,317503.1,3.44,24,2024-09-29,2026-09-19,True,Active
FD0002347,CUS0008607,PRD-FD03,BR0014,220929.64,2.04,24,2026-01-02,2027-12-23,True,Active
FD0002348,CUS0000952,PRD-FD02,BR0039,3266883.15,2.95,12,2023-04-10,2024-04-04,False,Active
FD0002349,CUS0005932,PRD-FD03,BR0007,67968.6,2.99,24,2023-10-30,2025-10-19,True,Active
FD0002350,CUS0008305,PRD-FD03,BR0036,2295887.71,2.87,24,2023-07-28,2025-07-17,False,Active
FD0002351,CUS0002419,PRD-FD03,BR0013,4667607.36,2.16,24,2022-05-11,2024-04-30,True,Active
FD0002352,CUS0007409,PRD-FD02,BR0021,2533680.69,3.18,12,2024-06-29,2025-06-24,True,Matured
FD0002353,CUS0001559,PRD-FD03,BR0047,3699665.92,2.25,24,2024-09-12,2026-09-02,False,Active
FD0002354,CUS0008743,PRD-FD01,BR0026,633951.99,2.24,6,2023-12-25,2024-06-22,True,Matured
FD0002355,CUS0003783,PRD-FD03,BR0032,4348974.25,1.25,24,2026-02-13,2028-02-03,False,Active
FD0002356,CUS0000462,PRD-FD01,BR0039,3210707.89,2.87,6,2025-06-02,2025-11-29,False,Active
FD0002357,CUS0007586,PRD-FD01,BR0035,4231638.95,2.05,6,2022-01-14,2022-07-13,False,Active
FD0002358,CUS0006885,PRD-FD02,BR0021,4134128.14,1.87,12,2022-11-19,2023-11-14,False,Active
FD0002359,CUS0000221,PRD-FD01,BR0009,2641625.72,2.83,6,2022-08-15,2023-02-11,False,Active
FD0002360,CUS0009942,PRD-FD02,BR0003,4128959.46,1.72,12,2023-05-03,2024-04-27,True,Active
FD0002361,CUS0007787,PRD-FD03,BR0038,4162043.38,2.51,24,2023-02-24,2025-02-13,True,Matured
FD0002362,CUS0002076,PRD-FD01,BR0010,4058703.02,2.66,6,2026-03-31,2026-09-27,False,Matured
FD0002363,CUS0006231,PRD-FD03,BR0012,656336.26,1.49,24,2024-09-05,2026-08-26,True,Active
FD0002364,CUS0003632,PRD-FD01,BR0027,190540.89,2.36,6,2026-03-20,2026-09-16,True,Matured
FD0002365,CUS0006118,PRD-FD01,BR0039,4881082.46,3.1,6,2026-04-03,2026-09-30,True,Active
FD0002366,CUS0003751,PRD-FD01,BR0021,2373510.01,2.23,6,2023-01-04,2023-07-03,True,Matured
FD0002367,CUS0006621,PRD-FD01,BR0001,4906848.03,2.99,6,2025-04-03,2025-09-30,False,Active
FD0002368,CUS0004147,PRD-FD02,BR0007,1159380.09,2.43,12,2025-01-14,2026-01-09,False,Active
FD0002369,CUS0000328,PRD-FD02,BR0001,4191767.87,2.46,12,2024-01-06,2024-12-31,True,Active
FD0002370,CUS0006481,PRD-FD01,BR0009,4922816.82,1.77,6,2025-11-17,2026-05-16,True,Active
FD0002371,CUS0007333,PRD-FD03,BR0038,2339794.52,3.47,24,2025-06-04,2027-05-25,True,Active
FD0002372,CUS0008140,PRD-FD01,BR0022,1035408.03,2.51,6,2024-04-14,2024-10-11,True,Active
FD0002373,CUS0006219,PRD-FD02,BR0043,4000937.35,2.37,12,2025-06-30,2026-06-25,True,Matured
FD0002374,CUS0000554,PRD-FD01,BR0009,368583.7,3.37,6,2022-12-22,2023-06-20,True,Active
FD0002375,CUS0000944,PRD-FD01,BR0027,2550602.0,3.45,6,2023-12-27,2024-06-24,False,Active
FD0002376,CUS0007801,PRD-FD02,BR0026,1291822.37,2.99,12,2023-10-23,2024-10-17,False,Active
FD0002377,CUS0001581,PRD-FD02,BR0041,3126739.69,2.26,12,2024-03-11,2025-03-06,False,Active
FD0002378,CUS0004592,PRD-FD03,BR0033,3302294.86,1.72,24,2024-11-23,2026-11-13,True,Active
FD0002379,CUS0002854,PRD-FD01,BR0004,150626.12,2.34,6,2022-04-01,2022-09-28,False,Active
FD0002380,CUS0009905,PRD-FD01,BR0009,2396917.23,1.57,6,2022-04-27,2022-10-24,True,Matured
FD0002381,CUS0001128,PRD-FD01,BR0050,4315106.12,2.67,6,2022-02-17,2022-08-16,False,Active
FD0002382,CUS0002903,PRD-FD02,BR0050,244306.61,2.29,12,2026-03-11,2027-03-06,True,Active
FD0002383,CUS0006842,PRD-FD01,BR0043,3060651.5,1.92,6,2023-02-04,2023-08-03,False,Active
FD0002384,CUS0009964,PRD-FD01,BR0033,4091480.32,3.12,6,2024-02-26,2024-08-24,False,Active
FD0002385,CUS0002239,PRD-FD03,BR0027,736197.14,3.39,24,2024-01-04,2025-12-24,True,Active
FD0002386,CUS0007441,PRD-FD03,BR0031,3822658.2,3.26,24,2025-03-28,2027-03-18,False,Active
FD0002387,CUS0002198,PRD-FD03,BR0017,3950228.32,1.3,24,2022-09-14,2024-09-03,False,Active
FD0002388,CUS0002834,PRD-FD01,BR0039,738177.97,1.75,6,2025-05-29,2025-11-25,False,Active
FD0002389,CUS0007859,PRD-FD03,BR0012,2606215.48,2.38,24,2022-05-22,2024-05-11,True,Matured
FD0002390,CUS0008451,PRD-FD03,BR0013,294255.42,2.26,24,2023-11-21,2025-11-10,True,Matured
FD0002391,CUS0009958,PRD-FD01,BR0031,2217814.12,3.48,6,2023-10-23,2024-04-20,True,Active
FD0002392,CUS0002391,PRD-FD02,BR0016,2948815.57,2.08,12,2025-06-05,2026-05-31,True,Matured
FD0002393,CUS0001064,PRD-FD02,BR0003,2318690.34,3.29,12,2022-12-04,2023-11-29,True,Active
FD0002394,CUS0009548,PRD-FD03,BR0016,585286.5,1.53,24,2024-08-23,2026-08-13,False,Active
FD0002395,CUS0008295,PRD-FD01,BR0038,3990639.18,3.45,6,2024-03-29,2024-09-25,False,Active
FD0002396,CUS0003391,PRD-FD03,BR0004,2894260.58,2.48,24,2023-05-30,2025-05-19,False,Active
FD0002397,CUS0002198,PRD-FD03,BR0028,2632670.27,1.78,24,2022-06-17,2024-06-06,True,Active
FD0002398,CUS0001004,PRD-FD03,BR0022,3368651.33,3.2,24,2025-07-31,2027-07-21,True,Matured
FD0002399,CUS0004871,PRD-FD01,BR0013,3670527.76,1.64,6,2023-07-22,2024-01-18,True,Active
FD0002400,CUS0003243,PRD-FD03,BR0045,2763362.3,3.4,24,2026-01-17,2028-01-07,True,Matured
FD0002401,CUS0007845,PRD-FD03,BR0003,4783478.37,2.51,24,2023-10-30,2025-10-19,False,Matured
FD0002402,CUS0003089,PRD-FD02,BR0034,4257384.14,3.48,12,2022-10-04,2023-09-29,True,Active
FD0002403,CUS0001813,PRD-FD02,BR0034,3869323.27,2.77,12,2025-07-02,2026-06-27,True,Active
FD0002404,CUS0001526,PRD-FD03,BR0015,3819930.81,3.2,24,2025-12-31,2027-12-21,False,Matured
FD0002405,CUS0000638,PRD-FD03,BR0039,347885.14,2.34,24,2025-10-16,2027-10-06,False,Active
FD0002406,CUS0006032,PRD-FD03,BR0027,4050508.4,2.88,24,2023-12-31,2025-12-20,False,Active
FD0002407,CUS0004361,PRD-FD02,BR0048,4292614.52,2.73,12,2025-04-01,2026-03-27,True,Active
FD0002408,CUS0004759,PRD-FD01,BR0041,3620829.36,3.02,6,2024-05-27,2024-11-23,True,Active
FD0002409,CUS0000433,PRD-FD02,BR0018,2606957.66,2.52,12,2024-07-19,2025-07-14,False,Matured
FD0002410,CUS0001450,PRD-FD01,BR0006,3089014.63,1.91,6,2026-02-28,2026-08-27,True,Matured
FD0002411,CUS0008619,PRD-FD03,BR0020,4008930.59,3.33,24,2026-01-23,2028-01-13,True,Active
FD0002412,CUS0000581,PRD-FD01,BR0036,4805600.78,1.66,6,2024-12-10,2025-06-08,True,Active
FD0002413,CUS0003470,PRD-FD01,BR0025,1521539.29,2.79,6,2023-05-11,2023-11-07,True,Active
FD0002414,CUS0008894,PRD-FD02,BR0013,314717.42,3.03,12,2022-06-11,2023-06-06,True,Active
FD0002415,CUS0009482,PRD-FD01,BR0027,1008751.82,3.25,6,2022-09-27,2023-03-26,True,Active
FD0002416,CUS0006864,PRD-FD02,BR0027,3357404.02,2.08,12,2023-09-15,2024-09-09,True,Active
FD0002417,CUS0004704,PRD-FD02,BR0001,2171389.19,2.12,12,2025-06-21,2026-06-16,False,Active
FD0002418,CUS0004580,PRD-FD02,BR0007,853449.59,3.33,12,2022-09-14,2023-09-09,False,Active
FD0002419,CUS0005305,PRD-FD02,BR0043,4000167.53,1.22,12,2025-07-05,2026-06-30,False,Active
FD0002420,CUS0000514,PRD-FD01,BR0047,3902921.54,1.21,6,2022-03-22,2022-09-18,False,Active
FD0002421,CUS0006862,PRD-FD02,BR0025,162753.31,2.6,12,2023-01-13,2024-01-08,False,Matured
FD0002422,CUS0002427,PRD-FD02,BR0013,4481368.9,2.42,12,2024-09-08,2025-09-03,True,Active
FD0002423,CUS0006557,PRD-FD01,BR0018,2240420.96,2.43,6,2024-01-12,2024-07-10,True,Active
FD0002424,CUS0008704,PRD-FD02,BR0038,1326897.97,3.32,12,2025-10-09,2026-10-04,False,Matured
FD0002425,CUS0007926,PRD-FD01,BR0046,415763.89,2.77,6,2024-08-22,2025-02-18,False,Active
FD0002426,CUS0007223,PRD-FD03,BR0009,827405.89,2.12,24,2024-01-23,2026-01-12,False,Active
FD0002427,CUS0003548,PRD-FD03,BR0037,2663586.2,3.49,24,2023-07-30,2025-07-19,True,Active
FD0002428,CUS0002947,PRD-FD03,BR0016,2107691.48,2.07,24,2023-12-04,2025-11-23,True,Active
FD0002429,CUS0003245,PRD-FD02,BR0004,2967400.27,2.73,12,2025-07-31,2026-07-26,True,Active
FD0002430,CUS0009245,PRD-FD03,BR0036,3136059.51,2.77,24,2024-12-05,2026-11-25,False,Matured
FD0002431,CUS0002033,PRD-FD02,BR0043,1360591.21,1.54,12,2022-07-26,2023-07-21,True,Matured
FD0002432,CUS0003046,PRD-FD02,BR0015,1777169.34,1.53,12,2022-01-29,2023-01-24,True,Active
FD0002433,CUS0002204,PRD-FD03,BR0039,2234016.85,2.35,24,2024-11-28,2026-11-18,True,Active
FD0002434,CUS0007119,PRD-FD02,BR0014,1297577.16,2.38,12,2024-04-06,2025-04-01,True,Active
FD0002435,CUS0004936,PRD-FD02,BR0006,1225075.71,3.42,12,2025-04-10,2026-04-05,True,Active
FD0002436,CUS0002002,PRD-FD03,BR0049,59463.93,1.96,24,2025-08-26,2027-08-16,False,Matured
FD0002437,CUS0009105,PRD-FD01,BR0015,1340343.29,2.2,6,2023-11-16,2024-05-14,True,Active
FD0002438,CUS0003344,PRD-FD03,BR0018,3095959.18,1.54,24,2025-03-14,2027-03-04,True,Active
FD0002439,CUS0003313,PRD-FD03,BR0012,1279442.43,3.38,24,2025-06-18,2027-06-08,False,Active
FD0002440,CUS0009018,PRD-FD01,BR0005,4990348.36,2.72,6,2024-08-07,2025-02-03,True,Active
FD0002441,CUS0000017,PRD-FD03,BR0020,725118.49,2.85,24,2024-08-10,2026-07-31,False,Matured
FD0002442,CUS0004403,PRD-FD01,BR0015,4358878.65,2.18,6,2024-05-11,2024-11-07,True,Active
FD0002443,CUS0008958,PRD-FD02,BR0040,443384.84,1.75,12,2025-02-25,2026-02-20,False,Active
FD0002444,CUS0006361,PRD-FD01,BR0020,4066173.01,2.81,6,2025-12-07,2026-06-05,True,Active
FD0002445,CUS0008709,PRD-FD03,BR0012,3710824.66,1.61,24,2023-04-22,2025-04-11,False,Matured
FD0002446,CUS0001790,PRD-FD03,BR0026,4594650.04,2.39,24,2024-03-23,2026-03-13,True,Matured
FD0002447,CUS0006192,PRD-FD01,BR0030,1054388.4,2.44,6,2024-12-30,2025-06-28,True,Active
FD0002448,CUS0003968,PRD-FD01,BR0035,367811.73,2.12,6,2023-07-24,2024-01-20,True,Active
FD0002449,CUS0000964,PRD-FD03,BR0041,3418239.35,2.39,24,2023-05-16,2025-05-05,True,Active
FD0002450,CUS0009569,PRD-FD03,BR0031,2613531.75,2.65,24,2025-08-30,2027-08-20,True,Active
FD0002451,CUS0000536,PRD-FD03,BR0010,2725864.73,3.45,24,2022-08-31,2024-08-20,False,Active
FD0002452,CUS0000375,PRD-FD01,BR0017,4097837.76,1.52,6,2022-04-16,2022-10-13,False,Active
FD0002453,CUS0000536,PRD-FD02,BR0029,2571837.03,2.88,12,2023-06-18,2024-06-12,True,Matured
FD0002454,CUS0001836,PRD-FD03,BR0026,4994331.85,3.44,24,2026-01-16,2028-01-06,True,Matured
FD0002455,CUS0004569,PRD-FD01,BR0015,3080157.61,1.4,6,2023-03-24,2023-09-20,True,Active
FD0002456,CUS0009732,PRD-FD03,BR0045,1064126.04,1.71,24,2023-09-22,2025-09-11,True,Matured
